Router Name,Country Code,Bandwidth (KB/s),Uptime (Days),IP Address,Hostname,ORPort,DirPort,Flag - Authority,Flag - Exit,Flag - Fast,Flag - Guard,Flag - Named,Flag - Stable,Flag - Running,Flag - Valid,Flag - V2Dir,Platform,Flag - Hibernating,Flag - Bad Exit
0000000000myTOR,DE,40,0,46.228.207.172,46.228.207.172,443,None,0,0,1,0,0,0,1,1,0,Tor 0.2.4.0-alpha-dev on Linux,0,0
000000superAIDS,RU,27,1,46.17.96.44,sr5-43.hostkey.ru,9001,None,0,1,1,0,0,0,1,1,0,Tor 0.2.2.35 (git-4f42b0a93422f70e) on Linux x86_64,0,0
0000WVMiddleman,US,6,9,65.199.52.129,65.199.52.129,9029,9030,0,0,1,0,1,1,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Windows XP Service Pack 3 [workstation],0,0
000V000,NL,9,0,195.241.178.245,195-241-178-245.ip.telfort.nl,6881,9030,0,0,1,0,1,0,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Windows 7  [workstation],0,0
00TorFofo,FR,1839,1,77.207.111.206,206.111.207.77.rev.sfr.net,9001,9030,0,1,1,1,1,1,1,1,1,Tor 0.2.2.37 (git-e57e8eb4c56348eb) on Linux i686,0,0
01234567899999,US,15,0,71.36.185.189,71-36-185-189.phnx.qwest.net,443,9030,0,0,1,0,0,0,1,1,1,Tor 0.2.2.37 (git-fce6eb1c44e87bc2) on Windows 8  [workstation],0,0
0be1can0be,RU,118,56,89.221.207.28,89.221.207.28,9911,9111,0,1,1,1,1,1,1,1,1,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux i686,0,0
0belix2,CH,10,0,80.254.163.43,zux163-043.adsl.green.ch,9001,9030,0,1,1,0,1,0,1,1,1,Tor 0.2.3.18-rc on Linux,0,0
0nameGbg,SE,23,1,46.59.8.56,h-8-56.a328.priv.bahnhof.se,9001,9030,0,1,1,1,1,1,1,1,1,Tor 0.2.3.18-rc on Linux,0,0
0nionous,US,147,8,67.255.23.219,cpe-67-255-23-219.twcny.res.rr.com,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.2.37 (git-fce6eb1c44e87bc2) on Darwin i386,0,0
0TorForBeginners,DE,4273,139,85.25.145.98,golf760.server4you.de,9001,9030,0,0,1,1,1,1,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Linux x86_64,0,0
0x000f,FR,348,2,94.23.34.155,ks369962.kimsufi.com,9001,None,0,0,1,1,0,1,1,1,0,Tor 0.2.3.17-beta on Linux,0,0
0x00c0ffee,LU,30,57,94.242.208.105,0x00c0ffee.org,9001,9030,0,0,1,1,1,1,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on FreeBSD amd64,0,0
0x3d,LU,37,8,85.93.202.60,vodsl-9020.vo.lu,9001,9030,0,1,1,1,1,1,1,1,1,Tor 0.2.2.37 (git-fce6eb1c44e87bc2) on Linux i686,0,0
0x42FF,DE,2735,50,188.40.166.29,ghostshell.subsignal.org,9001,None,0,0,1,1,1,1,1,1,0,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux i686,0,0
0x640x6B,DK,32,4,93.90.115.169,vps-93-90-115-169.vpsforce.eu,9001,None,0,1,1,1,0,0,1,1,0,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux x86_64,0,0
0xABCD,SG,86,16,120.50.40.184,184.40.50.120.static.idc.qala.com.sg,9001,None,0,1,1,1,1,1,1,1,0,Tor 0.2.3.16-alpha on Linux,0,0
0xBlackBelt2012,GB,0,0,80.3.190.192,cpc2-sotn8-2-0-cust191.15-1.cable.virginmedia.com,9443,None,0,0,1,0,0,0,1,1,0,Tor 0.2.3.17-beta on Windows XP,0,0
0xBlackBelt2012,GB,0,0,78.151.143.85,host-78-151-143-85.as13285.net,9443,None,0,0,1,0,0,0,1,1,0,Tor 0.2.3.17-beta on Windows XP,0,0
0xCAFEBABE,NL,7,6,81.71.202.154,s5147ca9a.adsl.wanadoo.nl,443,25,0,0,1,0,1,1,1,1,1,Tor 0.2.3.17-beta on Linux,0,0
0xfw,AT,113,16,81.10.154.38,cpe154-static-38.liwest.at,9913,None,0,1,1,1,1,1,1,1,0,Tor 0.2.2.37 (git-e57e8eb4c56348eb) on Linux i686,0,0
0xHugin,DE,38,3,84.168.245.169,p54A8F5A9.dip.t-dialin.net,9001,9030,0,0,1,0,1,0,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Windows 7 Service Pack 1 [domain controller],0,0
111111,RU,0,0,178.170.144.91,vdscom-2017.globatel.ru,80,None,0,1,1,0,1,0,1,1,0,Tor 0.2.2.34 (git-c4eae752f0d157ce) on Linux i686,0,0
112358,US,18,17,173.8.148.157,173-8-148-157-SFBA.hfc.comcastbusiness.net,9001,9030,0,0,1,1,1,1,1,1,1,Tor 0.2.2.35 (git-4f42b0a93422f70e) on Linux armv5tel,0,0
17tre,FR,3,1,91.91.228.79,79.228.91.91.rev.sfr.net,8080,None,0,0,1,0,1,0,1,1,0,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Windows 7 Service Pack 1 [workstation],0,0
1969InTheSunshine,GB,73,0,109.74.203.13,li150-13.members.linode.com,9001,None,0,0,1,0,1,0,1,1,0,Tor 0.2.3.17-beta on Linux,0,0
1d1dnt3d1th3c0nf1g,NL,0,21,80.101.128.228,pindarots.xs4all.nl,9001,None,0,0,0,0,1,1,1,1,0,Tor 0.2.3.15-alpha (git-2513a3e959b61612) on Linux i686,0,0
1Gbps,NL,161,4,85.17.26.47,1GBiT.100tbh.com,25565,7777,0,0,1,0,0,0,1,1,1,Tor 0.2.2.37 (git-fce6eb1c44e87bc2) on Windows 7 Service Pack 1 [server],0,0
1IcbYaIK,JP,23,14,106.187.38.84,one.6hero.com,9001,None,0,1,1,0,1,1,1,1,0,Tor 0.2.2.37 (git-e57e8eb4c56348eb) on Linux x86_64,0,0
1ngenious,US,29,11,216.59.3.55,paolucci.ca,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.2.35 (git-4f42b0a93422f70e) on Linux x86_64,0,0
1q84,RU,37,146,141.105.66.130,sr7-639.hostkey.ru,9001,None,0,0,1,1,1,1,1,1,0,Tor 0.2.2.35 (git-d6d99b9f41b8e8c9) on Linux i686,0,0
222222222222,US,14,1,174.107.106.64,cpe-174-107-106-064.sc.res.rr.com,443,9030,0,0,1,0,0,0,1,1,1,Tor 0.2.2.37 (git-fce6eb1c44e87bc2) on Windows 7 Service Pack 1 [workstation],0,0
24thDegree,US,183,13,184.105.237.85,tor.phjeer.us,9001,9030,0,1,1,1,1,1,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on FreeBSD amd64,0,0
29b4c2980ad11,FR,6,0,82.230.17.116,korsani.fr,9001,None,0,1,0,0,1,1,1,1,0,Tor 0.2.2.35 (git-b04388f9e7546a9f) on OpenBSD i386,0,0
31173Services,SE,1021,61,193.138.216.101,tor-proxy.vm.31173.se,9001,9030,0,1,1,1,1,1,1,1,1,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux i686,0,0
3cce3a91f6a625,NL,6201,2,145.53.65.130,ip91354182.speed.planet.nl,443,9030,0,0,1,1,1,1,1,1,1,Tor 0.2.2.37 (git-fce6eb1c44e87bc2) on Linux x86_64,0,0
3x0rcyst5p4dd3dc311,US,78,488,208.43.127.247,tor.exploits.com,9001,None,0,0,1,0,1,1,1,1,0,Tor 0.2.1.30 on Linux x86_64,0,0
40,UA,0,0,95.69.152.182,customer-95-69-152-182.airbites.kh.ua,443,9030,0,0,1,0,1,0,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Windows 7 Service Pack 1 [workstation],0,0
404server,JP,39,0,211.134.7.229,O007229.ppp.dion.ne.jp,8080,9030,0,0,1,0,0,0,1,1,1,Tor 0.2.2.37 (git-fce6eb1c44e87bc2) on Windows XP Service Pack 3 [workstation],0,0
4144414D,GB,51,2,80.6.232.240,cpc7-brig16-2-0-cust239.3-3.cable.virginmedia.com,1337,1338,0,0,1,0,1,0,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Windows 7  [workstation],0,0
42dhtUfler0,RU,6,0,62.109.30.17,cuda.am-1.org,9001,None,0,0,1,0,1,0,1,1,0,Tor 0.2.2.35 (git-4f42b0a93422f70e) on Linux i686,0,0
42ragnar23,DE,0,0,84.137.246.249,p5489F6F9.dip.t-dialin.net,9001,None,0,0,0,0,1,0,1,1,0,Tor 0.2.2.35 (git-4f42b0a93422f70e) on Linux x86_64,0,0
44adafb5,US,3,24,66.250.216.134,66.250.216.134,9001,None,0,0,1,0,1,1,1,1,0,Tor 0.2.3.16-alpha on FreeBSD,0,0
456,GB,9,9,195.137.110.156,i-195-137-110-156.freedom2surf.net,9001,9030,0,0,1,0,1,1,1,1,1,Tor 0.2.2.37 (git-fce6eb1c44e87bc2) on Linux i686,0,0
481517scc,GB,0,17,148.88.226.231,ind022000029.lancs.ac.uk,9001,None,0,0,0,0,1,1,1,1,0,Tor 0.2.2.36 (git-c1414cf70cbfcbb7) on Linux x86_64,0,0
482n6TyvzBTW,DE,4,311,85.214.101.91,85.214.101.91,8043,None,0,0,1,0,1,1,1,1,0,Tor 0.2.1.30 on Linux i686,0,0
4chan,FR,255,9,37.59.16.203,ns231408.ovh.net,443,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Windows 7 Service Pack 1 [server],0,0
4U2Guess,US,4,4,108.214.62.210,108-214-62-210.lightspeed.cicril.sbcglobal.net,9001,9030,0,1,1,0,0,0,1,1,1,Tor 0.2.3.15-alpha (git-2513a3e959b61612) on Windows 7 Service Pack 1 [workstation],0,0
58dd099ad699a4e35,PL,33,5,89.67.168.233,89-67-168-233.dynamic.chello.pl,443,9030,0,0,1,0,1,0,1,1,1,Tor 0.2.2.37 (git-fce6eb1c44e87bc2) on Linux i686,0,0
5a5540c06a17501959,CA,0,0,99.232.174.192,CPE00dd016cae23-CM00159aab8560.cpe.net.cable.rogers.com,9001,None,0,0,0,0,1,0,1,1,0,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Linux i686,0,0
5f9aff2c,GB,3,0,149.255.102.12,12.102.255.149.in-addr.arpa,443,None,0,1,1,0,1,0,1,1,0,Tor 0.2.2.37 (git-e57e8eb4c56348eb) on Linux x86_64,0,0
5tr3ckrava,DE,19,10,77.21.211.175,77-21-211-175-dynip.superkabel.de,9001,None,0,0,1,1,1,1,1,1,0,Tor 0.2.2.37 (git-e57e8eb4c56348eb) on Linux x86_64,0,0
64TypesOfPrivacy,N/A,1232,9,5.9.13.232,static.232.13.9.5.clients.your-server.de,9333,13333,0,0,1,1,0,0,1,1,1,Tor 0.2.2.35 (git-4f42b0a93422f70e) on Linux x86_64,0,0
65x23x153x114,US,7,11,65.23.153.114,wserv4.phx.revenueworks.net,443,80,0,0,1,0,1,1,1,1,1,Tor 0.2.3.17-beta on Linux,0,0
666k,NL,2483,10,195.242.152.250,250.152.242.195.static.swiftnoc.com,443,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.2.35 (git-4f42b0a93422f70e) on Linux x86_64,0,0
8211,DE,3,0,77.176.162.236,mnsr-4db0a2ec.pool.mediaWays.net,57835,56821,0,0,1,0,1,0,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Darwin i386,0,0
8Mu,RU,70,0,2.95.91.251,2.95.91.251,443,9030,0,1,1,0,1,0,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Windows Server 2003 Service Pack 2 [server],0,0
9wallala,AU,12,7,121.45.2.167,ppp121-45-2-167.lns20.adl2.internode.on.net,9001,None,0,1,1,0,1,1,1,1,0,Tor 0.2.3.17-beta on Linux,0,0
a,RU,3,5,46.29.116.118,46.29.116.118.potok-kmv.ru,444,None,0,1,1,0,1,1,1,1,0,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Windows 7 Service Pack 1 [workstation],0,0
a253cb66f8,NO,3,0,79.160.40.85,85.79-160-40.customer.lyse.net,9001,None,0,0,1,0,0,0,1,1,0,Tor 0.2.3.18-rc on Linux,0,0
AAAAA,FR,1,0,93.31.73.203,203.73.31.93.rev.sfr.net,443,9030,0,0,1,0,0,0,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Windows 7 Service Pack 1 [workstation],0,0
AaaNOnyMouses,US,26,25,173.230.146.50,us.indiana-team.com,9001,9030,0,1,1,0,1,1,1,1,1,Tor 0.2.2.36 (git-aefee9cbdbd32f67) on Linux x86_64,0,0
AAAPolicy,HU,4431,1,91.219.237.72,none.0.azar-a.net,443,9030,0,0,1,1,1,1,1,1,1,Tor 0.2.2.35 (git-4f42b0a93422f70e) on Linux x86_64,0,0
aabrtornode,DE,4261,0,176.9.53.41,b02.a01.ca,9001,9030,0,1,1,1,1,1,1,1,1,Tor 0.2.3.18-rc on Linux,0,0
Abbel9090,CA,1,15,72.53.92.110,72.53.92.110,443,None,0,0,0,0,1,1,1,1,0,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux x86_64,0,0
abbslemon,US,23,0,184.106.92.236,184-106-92-236.static.cloud-ips.com,9001,9030,0,1,1,1,1,0,1,1,1,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux x86_64,0,0
abc123,RO,28,2,78.96.74.148,78.96.74.148,443,9030,0,0,1,0,1,0,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Windows 7 Service Pack 1 [workstation],0,0
abcdef,CZ,4,0,78.45.55.12,ip-78-45-55-12.net.upcbroadband.cz,13448,13449,0,0,1,0,1,0,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Linux i686,0,0
abgtor,BG,35,0,85.91.136.60,85-91-136-60.varna.homelan.bg,9090,9030,0,0,1,0,1,0,1,1,1,Tor 0.2.2.35 (git-4f42b0a93422f70e) on Linux x86_64,0,0
abledanger,US,10,4,72.84.83.240,pool-72-84-83-240.nrflva.fios.verizon.net,443,9030,0,0,1,0,1,1,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Windows Vista Service Pack 2 [server],0,0
adc,DK,1193,5,87.104.208.177,87.104.208.177,9001,9030,0,0,1,1,1,1,1,1,1,Tor 0.2.2.36 (git-c1414cf70cbfcbb7) on Darwin x86_64,0,0
adebianbox,FR,1,8,82.225.25.175,tru75-3-82-225-25-175.fbx.proxad.net,9001,None,0,0,1,0,0,1,1,1,0,Tor 0.2.3.17-beta on Linux,0,0
adenosine,US,30,3,174.44.19.145,ool-ae2c1391.dyn.optonline.net,28473,9030,0,0,1,0,1,1,1,1,1,Tor 0.2.3.17-beta on FreeBSD,0,0
adslproxyAtHome,NL,3,13,82.95.135.68,viavia.xs4all.nl,444,None,0,0,1,0,1,1,1,1,0,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Windows XP Service Pack 3 [workstation],0,0
ae59fe9f4d,US,11,84,66.51.236.73,cable-4-73.ctcinet.com,33115,None,0,0,1,1,1,1,1,1,0,Tor 0.2.1.32 (git-23da6c2e5051b65a) on Linux x86_64,0,0
AergiaInitiative,FR,371,47,87.98.169.224,node.aergia.eu,49001,49034,0,0,1,1,1,1,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Linux x86_64,0,0
Aerstasupporten,SE,1284,156,85.228.209.164,c-a4d1e455.020-69-73746f2.cust.bredbandsbolaget.se,9001,9030,0,0,1,1,1,1,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Linux x86_64,0,0
AetherTor,US,6,1,71.135.33.245,adsl-71-135-33-245.dsl.pltn13.pacbell.net,443,9030,0,1,1,0,0,0,1,1,1,Tor 0.2.3.15-alpha (git-2513a3e959b61612) on Windows XP Service Pack 3 [workstation],0,0
AFC,CZ,38,24,46.227.12.132,s95p7.home.99maxprogres.cz,444,9030,0,1,1,1,1,1,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Windows XP Service Pack 3 [workstation],0,0
afo,DE,691,0,188.40.51.146,gameserver01.afo-tm.org,9913,None,0,0,1,0,1,1,1,1,0,Tor 0.2.2.35 (git-4f42b0a93422f70e) on Linux x86_64,0,0
AfriendlyTorNode,DE,4401,25,193.25.173.21,tor-node.open-ears.de,9001,None,0,0,1,1,1,1,1,1,0,Tor 0.2.2.35 (git-4f42b0a93422f70e) on Linux i686,0,0
agate,NL,14,0,94.142.241.138,tor.conuropsis.org,9001,None,0,0,1,0,1,0,1,1,0,Tor 0.2.2.35 (git-4f42b0a93422f70e) on Linux x86_64,0,0
agitator,DE,386,0,188.40.77.107,agitator.towiski.de,9001,9030,0,0,1,1,1,1,1,1,1,Tor 0.2.3.18-rc on Linux,0,1
ah3z,RU,449,2,195.46.185.37,static-a37.Orel.golden.ru,9090,9030,0,1,1,0,1,1,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Linux i686,0,0
Air7jyl,DK,22,2,94.145.205.69,0x5e91cd45.adsl.cybercity.dk,9001,9030,0,1,1,0,1,0,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Linux x86_64,0,0
Air7ven,DK,5,1,87.63.164.246,domnames.eu,9001,9030,0,0,1,0,1,1,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Linux x86_64,0,0
aknom,DE,169,1,87.118.93.122,non.reezer.org,443,None,0,0,1,1,1,1,1,1,0,Tor 0.2.3.18-rc on Linux,0,0
Ako,CA,1,33,184.175.32.28,184-175-32-28.dsl.teksavvy.com,9001,None,0,0,0,0,1,1,1,1,0,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux x86_64,0,0
akrgjexz,RU,0,0,188.143.233.91,188.143.233.91,80,None,0,1,1,0,1,0,1,1,0,Tor 0.2.2.33 (git-8522652d8e9213d4) on Linux x86_64,0,0
AktionT4,GB,9,0,92.236.178.23,cpc1-perr10-0-0-cust534.perr.cable.virginmedia.com,443,9030,0,1,1,0,1,0,1,1,1,Tor 0.2.2.37 (git-fce6eb1c44e87bc2) on Windows XP Service Pack 3 [workstation],0,0
AkunaMatata,UA,3,0,77.122.3.55,77-122-3-55.dynamic-FTTB.kharkov.volia.com,9001,9030,0,0,1,0,1,0,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Windows 7 Service Pack 1 [workstation],0,0
alamgir,SG,7,0,59.189.144.165,cm165.delta144.maxonline.com.sg,443,9030,0,1,1,0,1,0,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Windows 7  [workstation],0,0
AlastairPro,AU,21,7,103.4.16.118,103.4.16.118,9001,9030,0,1,1,1,1,1,1,1,1,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux i686,0,0
alderkardfreetz,DE,2,0,93.134.87.97,rgnb-5d865761.pool.mediaWays.net,443,None,0,0,1,0,1,0,1,1,0,Tor 0.2.2.35 on Linux mips,0,0
alecto,US,1,48,64.81.187.65,cronus.persephoneslair.org,9001,None,0,0,0,0,1,1,1,1,0,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Linux sparc64,0,0
Aletheia,DE,157,11,79.140.41.176,bockcay.de,9001,9030,0,0,1,0,1,1,1,1,1,Tor 0.2.3.17-beta on Linux,0,0
alex,CH,60,0,80.218.26.153,80-218-26-153.dclient.hispeed.ch,9001,9030,0,0,1,1,1,1,1,1,1,Tor 0.2.3.18-rc on Linux,0,0
Alexander,US,7,6,99.189.255.193,adsl-99-189-255-193.dsl.ipltin.sbcglobal.net,443,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.2.37 (git-fce6eb1c44e87bc2) on Windows 7 Service Pack 1 [workstation],0,0
Alexander,BR,5,1,189.60.157.200,bd3c9dc8.virtua.com.br,443,9030,0,0,1,0,0,0,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Windows 7 Service Pack 1 [workstation],0,0
alfonsobonzo,GB,0,1,78.151.142.12,host-78-151-142-12.as13285.net,443,None,0,0,1,0,1,0,1,1,0,Tor 0.2.2.34 (git-c4eae752f0d157ce) on Windows 7  [workstation],0,0
AlfredJKwak,NL,13,14,212.123.146.152,212.123.146.152,9031,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.2.37 (git-fce6eb1c44e87bc2) on Windows XP Service Pack 2 [workstation],0,0
Alice,GB,445,13,62.197.40.155,alice.hatters.org.uk,443,80,0,1,1,1,0,1,1,1,1,Tor 0.2.3.17-beta on Linux,0,0
AliceInWonderland,AU,34,16,202.87.14.40,robotdevil.day3.com.au,9001,9030,0,1,1,1,1,1,1,1,1,Tor 0.2.2.35 (git-4f42b0a93422f70e) on Linux x86_64,0,0
aliceqbydck,PT,925,1,85.247.65.120,bl14-65-120.dsl.telepac.pt,443,None,0,0,1,0,1,0,1,1,0,Tor 0.2.2.37 (git-fce6eb1c44e87bc2) on Linux x86_64,0,0
alix,FI,6,1,77.86.205.173,xdsl-77-86-205-173.nebulazone.fi,9001,None,0,0,1,0,1,1,1,1,0,Tor 0.2.1.32 (git-23da6c2e5051b65a) on Linux i586,0,0
AlleGob,CA,11,100,96.52.189.32,S01060011d83ef879.ed.shawcable.net,9001,None,0,1,1,0,1,1,1,1,0,Tor 0.2.2.35 (git-b04388f9e7546a9f) on OpenBSD i386,0,0
AllquanTor,DE,262,121,46.163.76.230,allquantor.is-a-tor-server.see-http-www.torproject.org-for-details.3-volution.net,9001,None,0,0,1,1,1,1,1,1,0,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux x86_64,0,0
alpha701dnp,DE,22,0,78.46.187.188,alpha.dnportal.de,9001,9030,0,1,1,1,1,1,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Linux x86_64,0,0
alterspalter,DE,186,2,83.169.44.185,alterspalter.de,9001,None,0,0,1,1,1,1,1,1,0,Tor 0.2.3.17-beta on Linux,0,0
amanrelay,IN,0,0,122.167.118.98,ABTS-KK-Dynamic-098.118.167.122.airtelbroadband.in,443,None,0,0,1,0,0,0,1,1,0,Tor 0.2.2.34 (git-c4eae752f0d157ce) on Windows 7 Service Pack 1 [workstation],0,0
amigan,US,9,0,24.38.184.69,h69.184.38.24.cable.wrrn.fullchannel.net,9001,None,0,0,1,0,1,0,1,1,0,Tor 0.2.2.35 (git-b04388f9e7546a9f) on FreeBSD amd64,0,0
amon,LV,282,14,78.28.223.12,amon.nebel.lv,9001,9030,0,0,1,1,1,1,1,1,1,Tor 0.2.2.37 (git-e57e8eb4c56348eb) on Linux i686,0,0
AMORPHIS,NL,6,16,217.148.84.180,217.148.84.180,10690,10691,0,1,1,0,1,1,1,1,1,Tor 0.2.2.37 (git-fce6eb1c44e87bc2) on Linux x86_64,0,0
Amunet1,US,5353,79,199.48.147.35,tor-exit-router35-readme.formlessnetworking.net,443,80,0,1,1,1,0,1,1,1,1,Tor 0.2.3.13-alpha (git-de73e3692a6d8377) on Linux x86_64,0,0
Amunet2,US,7129,79,199.48.147.36,tor-exit-router36-readme.formlessnetworking.net,443,80,0,1,1,1,0,1,1,1,1,Tor 0.2.3.13-alpha (git-de73e3692a6d8377) on Linux x86_64,0,0
Amunet3,US,6227,79,199.48.147.37,tor-exit-router37-readme.formlessnetworking.net,443,80,0,1,1,1,0,1,1,1,1,Tor 0.2.3.13-alpha (git-de73e3692a6d8377) on Linux x86_64,0,0
Amunet4,US,4897,79,199.48.147.38,tor-exit-router38-readme.formlessnetworking.net,443,80,0,1,1,1,0,1,1,1,1,Tor 0.2.3.13-alpha (git-de73e3692a6d8377) on Linux x86_64,0,0
Amunet5,US,4564,79,199.48.147.39,tor-exit-router39-readme.formlessnetworking.net,443,80,0,1,1,1,0,1,1,1,1,Tor 0.2.3.13-alpha (git-de73e3692a6d8377) on Linux x86_64,0,0
Amunet6,US,5389,79,199.48.147.40,tor-exit-router40-readme.formlessnetworking.net,443,80,0,1,1,1,0,1,1,1,1,Tor 0.2.3.13-alpha (git-de73e3692a6d8377) on Linux x86_64,0,0
Amunet7,US,4695,79,199.48.147.41,tor-exit-router41-readme.formlessnetworking.net,443,80,0,1,1,1,0,1,1,1,1,Tor 0.2.3.13-alpha (git-de73e3692a6d8377) on Linux x86_64,0,0
AmurTor23,RU,190,1,2.92.95.165,2.92.95.165,9002,None,0,0,1,0,1,0,1,1,0,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Windows XP Service Pack 3 [workstation],0,0
An0n1m4t0R,ES,16,4,95.18.92.107,107.92.18.95.dynamic.jazztel.es,9001,9030,0,0,1,1,1,0,1,1,1,Tor 0.2.3.16-alpha on Linux,0,0
anakron,CH,16,1,77.58.115.70,77-58-115-70.dclient.hispeed.ch,9051,None,0,0,1,1,1,1,1,1,0,Tor 0.2.3.18-rc on Linux,0,0
anatolowitsch,DE,64,30,78.47.216.28,static.28.216.47.78.clients.your-server.de,443,None,0,0,1,0,1,1,1,1,0,Tor 0.2.2.33 (git-8522652d8e9213d4) on Linux i686,0,0
ancon,PA,2,0,200.46.204.57,ancon.mac.info.pl,12345,None,0,0,1,0,1,1,1,1,0,Tor 0.2.2.35 (git-b04388f9e7546a9f) on FreeBSD amd64,0,0
AndBeans,DE,3112,14,193.28.228.70,torsrvd.snydernet.net,443,80,0,0,1,1,1,1,1,1,1,Tor 0.2.2.37 (git-fce6eb1c44e87bc2) on Linux x86_64,0,0
Andelain1,SE,5068,87,81.170.186.175,h-186-175.a185.priv.bahnhof.se,443,80,0,1,1,1,0,1,1,1,1,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux x86_64,0,0
andyhome,US,41,16,108.35.41.39,pool-108-35-41-39.nwrknj.fios.verizon.net,443,9030,0,0,1,1,1,1,1,1,1,Tor 0.2.2.37 (git-fce6eb1c44e87bc2) on Windows 7 Service Pack 1 [workstation],0,0
anfanillc,US,49,0,209.188.113.101,209.188.113.101,9001,None,0,1,1,0,0,0,1,1,0,Tor 0.2.3.17-beta on Linux,0,0
AnnetColins,RU,431,1,79.164.234.83,host-79-164-234-83.qwerty.ru,80,9030,0,0,1,0,0,0,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Linux x86_64,0,0
anon,US,9,2,66.90.232.174,66-90-232-174.dyn.grandenetworks.net,1999,2000,0,0,1,0,0,0,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Windows 7 Service Pack 1 [workstation],0,0
anon4net,DE,225,27,46.163.114.55,lvps46-163-114-55.dedicated.hosteurope.de,9001,None,0,1,1,0,1,1,1,1,0,Tor 0.2.1.30 on Linux x86_64,0,0
AnonFour,DE,146,18,80.83.125.217,torsrv0.snydernet.net,9001,None,0,1,1,1,1,1,1,1,0,Tor 0.2.2.37 (git-fce6eb1c44e87bc2) on Linux x86_64,0,0
anong33,DE,69,0,79.197.214.222,p4FC5D6DE.dip.t-dialin.net,443,9030,0,0,1,0,1,0,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Windows 7 Service Pack 1 [workstation],0,0
anonion,GB,143,1,31.54.59.13,host31-54-59-13.range31-54.btcentralplus.com,443,None,0,1,1,0,0,0,1,1,0,Tor 0.2.2.37 (git-fce6eb1c44e87bc2) on Windows XP Service Pack 3 [workstation],0,0
ANONIONROUTER,DE,22,0,93.128.50.217,srbk-5d8032d9.pool.mediaWays.net,24051,24052,0,0,1,0,1,0,1,1,1,Tor 0.2.2.37 (git-fce6eb1c44e87bc2) on Windows 7 Service Pack 1 [workstation],0,0
AnonTor,US,166,0,108.174.52.19,19.52.174.108.host.nwnx.net,9001,9030,0,0,1,0,0,0,1,1,1,Tor 0.2.1.30 on Linux x86_64,0,0
